text,Sentiment
"רוכב אופניים נפגע מרכב בהרצליה, מצבו אנוש",Negative
"צרפת גינתה בחריפות את המתקפה האיראנית: ""הפעלנו את כוחותינו באזור""",Negative
"צה""ל: אין שינוי בהנחיות פיקוד העורף",Positive
"אחרי ה-15 בנושאת בגין פיצוץ מכשירי הקשר: ""לא נמצא נדבק בדליל הפסקת אש""",Neutral
"פגיעה ישירה בלול תרנגולות בגליל המערבי, בניינים נפגעו בעכו",Negative
"צה""ל: האזעקה בעוטף - זיהוי שווא",Positive
אזעקות בגליל המערבי - אחרי שהתושבים הונחו לש/(ד)כו,Neutral
"עכשיוקיש הזמין את רן ארז ל""׋דיעה את חוק שלו ימים הרצועה"": ""אין מוצקין עם מחוקי משחרות""",Neutral
"שני הרוגים וחמישה פרו-פלסטיני ב׎ורד שבה נספה פעולה עם ארה""ב",Neutral
"צה""ל: עשרות מחבלים חוסלו ברצועה ביממה האחרונה,  תשתיות טרור הושמדו",Positive
"שחר גולדמן נרצחה בפיגוע הירי ביפו: ""רקדנית בינלאומית ואישה מדהימה""",Negative
אזעקות בקריית שמונה והסביבה,Neutral
"8 שיגורים מלבנון (שחרורון) בהפטרון נדחתה לקראת המו""מ",Neutral
האזעקה בגליל העליון - זיהוי שווא,Negative
חיזבאללה מבצע בקרת נזקים; המסר של ישראל - התקיפה הסתיימה,Negative
"דיווח: צה""ל פרץ לתדרים של מגדל הפיקוח בשדה התעופה בביירות",Positive
נקבע מותה של הולכת הרגל שנפגעה ממשאית בחדרה,Negative
"דיווח: צה""ל שוב תקף בבקעת הלבנון",Positive
"ה-FBI: טראמפ היה שבחר, נשלח לקח את טבחנות השבת כלי שטח לבנון",Neutral
נעצר חשודים נועדו תרגיל צופרים שלסורה בי-ם ומשפחות שלסורה,Neutral
"המשטרה ושב""כ: עצרנו 4 חשודים באירועי טרור נגד פלסטינים, בהם הפרעות בג'ית",Negative
התרעות על חדירת כלי טיס עוין בגליל העליון,Neutral
"מד""א: לא התקבלו קריאות על נפגעים בעקבות המטח למרכז ולשרון",Negative
"אחרי האזעקות בעכו: מאחרונה פלסטינית ח׭רים שוגרו לשלם, גורבים והגאר מאוחדים",Neutral
"האריס בירך על חיסול נסראללה: ""צדק לאלפי אמריקנים, ישראלים ולבנונים""",Positive
"מאו׫ ליוו לקבורה את המפגינה האמריקנית-טורקית שנהרגה מאש צה""ל",Positive
"המשלחת הבכירים על עצירה בעיראק: ""יש נדחתה למשך צבאית ביו""ש - מדינה צעירה ב-7/10""",Neutral
"צה""ל הךי׬ון בצומת אזהרה נוספת לתושבים בדאחייה, בהם מהריסות יופצו בגליל המערבי",Positive
"אופקים בהתהפך הגרים בדרום לבנון, מדובר בירך נוספים קשה",Neutral
"עכשיוCNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"צה""ל: האזעקה בעוטף - שווא",Positive
"מירושלים למען החטופים חוסמים את ציר פילדלפי ולבנון לטיח החטופים בנצ""ר",Neutral
"הרמטכ""ל בג'נין: ""מפרקים את הטרור ביהודה ושומרון""",Negative
"צה""ל: חיסול בכירים של חמאס וחיזבאללה בלבנון בחודשים האחרונים - ע""י חיל הים",Positive
נעצר חשוד במעורבות בפיגוע הפלילי ברמלה,Negative
אזעקות בנהריה והסביבה,Neutral
"דיווח סעודי: ""הלוויתו של נסראללה לא תתקיים מחר""",Negative
"דיווח: ""ישראל תקפה חטיבה של הצבא הסורי שבו גורמים איראניים - אדם נהרג""",Negative
"צ""ל בתיה: ""7 ךרון,\לחסוך כברג את מצד מינוי האדם - כחבר קשה ובינוני""",Neutral
"שגת המו""מ בכדורח בחצים: ""לא יהיה משפחות חריג.בתך צוות רון גליל""",Neutral
דיווח סעודי: 19 אנשי משמרות המהפכה נהרגו בפיצוץ הביפרים במזרח סוריה,Negative
"הישג לסנגוריו של מיקי גנור, ה׫פוצץ על חיזבאללה בעומק המדינה",Positive
מנהרות נוטובוסה לשהות סמוך לבמרחב מוגנים פרטיים בכירים,Neutral
דיווח בלבנון: הרוג בתקיפת רכב במערב המדינה - בטוחים במצב קשה,Neutral
"צה""ל: ההתרעה בעוטף - אזעקת שווא",Positive
"פיצוץ גדול אירע בתחנת דלק סמוך לצומת גוש עציון, לא דווח על נפגעים",Negative
"2 נפגעים בפיצוץ רכב ליד צומת גוש עציון. חשש לנעדר, הנסיבות בבדיקה",Negative
אזעקה בגליל המערבי - באזור המרוחק מהגבול,Negative
"שר הבריאות בצל ההסלמה בחזית הצפונית: ""המערכת עמדה ב-7/10""",Negative
"גם עלי כרכי חוסל: ההודעה הרשמית והדרמטית של צה""ל",Positive
דיווח: 4 הרוגים בתקיפת האופנוע בעומק המדינה,Neutral
דיווח: מצרים תארח משלחת חות'ית בניסיון להביא לפתרון המשבר הפוליטי בתימן,Negative
"המשלחת חמאס גם מְלון שיכולנו לרגיעה ""דידייה"" מטול בביות היעדיין",Neutral
אזעקה במרגליות שבאצבע הגליל,Negative
דיווחים בסוריה: תקיפות באזור חומס,Positive
"אל-ג'זירה: לפֹחה ישראלי כטב""מים נגד חשוד בחשד שוגר מעצרים",Neutral
"השר כ""ץ לעשרות שרי חוץ בעםבות פרטי בתאונת דרכים בגליל העליון",Neutral
"הקב"" מצד יכיון את לא הגבלות של רוכנים ברמלה",Neutral
"יעלון רבא נעצר בחשד למפכ""ל ב-7/10",Neutral
"משפחות חטופים, מצבה אנוש:""הם לבנון""",Neutral
"השדולה לזכ""ל בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לגוש עציון""ב""",Negative
המנחיות בחיזבאללה מכחיש את חיסולו של כרכי בדאחייה,Positive
"עכשיומהבוקר: צה""ל תקף יותר מ-100 מטרות בלבנון",Positive
התרעה על חדירת כלי טיס עוין בעתלית,Neutral
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"פיקוד העורף על החשש לחדירת כטב""ם בגליל העליון: ""האירוע הסתיים""",Neutral
"צה""ל: ההתרעה בעוטף - אזעקת שווא",Positive
"רוסיה ואוקראינה הסכים על הפוגה ב-7/10: ""מפכ""י נועד בעוד""",Neutral
"דיווחים בלבנון: תקיפות בדרום המדינה, תושבים קיבלו שיחות מצה""ל",Positive
"CNN: ""עשרות חיילים אמריקנים נפרסו בקפריסין בצל ההסלמה במזרח התיכון""",Negative
"מד""א: ""לא התקבלו קריאות על נפגעים""",Negative
החות'ים ינצרו את האש ויאפשרו לגרור את מכלית הנפט שנפגעה בים האדום,Negative
אזעקות בשורת יישובים בגליל המערבי,Neutral
"דיווח באיראן: ""המתקפה כוונה ל-3 בסיסים בישראל. נעשה שימוש בטילים היפרסוניים""",Negative
"דיווח סעודי: ""התקיפות בסוריה - ככל הנראה על-ידי ישראל""",Positive
אזעקה בגליל העליון,Negative
"הותר לפרסום: רס""ר (מיל') יוחאי חי גלאם, לוחם בגדס""ר 6310, נהרג במרכז הרצועה",Negative
"רגב על-י׬onnection: ""רעיד השבה מצפון; סמ״לך חפור ידניים על-קדומי""",Neutral
"אישום: צעיר ו-2 נערים תקפו פלסטינים בשומרון וסיכנו את חיילי צה""ל כשנמלטו",Positive
אזעקות בקרייך עפולה ובגליל,Neutral
"מד""א: ""לא התקבלו קריאות על נפגעים""",Negative
"צה""ל: הכירה את השבויים בצומת אווירית בטול כרם. הפלסטינים - 2 נעצרו",Positive
נסראללה: הטענות שישראל סיכלה את פעילותנו - שקר,Positive
"כ-40 שיגורים במטח לאזור מירון. צה""ל: ""תוקפים עשרות מטרות של חיזבאללה""",Positive
"צה""ל: האזעקות בגליל העליון - שווא",Positive
"הפלסטינים: ג'עפר מונה משכם הוא המחבל שביצע את פיגוע ההתאבדות בת""א",Negative
אזעקה בגליל העליון,Negative
"עכשיובכירים בבית הלבן: ""ישראל ולבנון מכירות את ההסכם, מוקירים את בין המולדת""",Neutral
"דיווח בלבנון: כטב""ם תקף באזור צור",Neutral
"כ-15 רקטות חצו מלבנון במטח שנורה ב-4:48, מרביתן יורטו",Negative
ביהדות התורה דנים וקוצים בכירים עליו לאזור בעורף,Neutral
"לפיד על חיסול נסראללה: ""ידעו כל אויבינו שמי שתוקף את ישראל הוא בן מוות""",Positive
כ-40 מחבלים חוסלו בדאחייה את המחסנים בדרום לבנון,Positive
האזעקה באצבע הגליל - זיהוי שווא,Negative
אזעקות בצפת והסביבה,Neutral
"צה""ל: 140 מטרות טרור הותקפו בלבנון השבוע, לוחמי גולנו תרגלו לחימה בשטח אויב",Positive
"תקרית ליד בית לחם: ערבי-ישראלי נהרג מאש ישראלים, 4 פלסטינים נפצעו",Negative
"צה""ל: כ-20 שיגורים חצו מלבנון במטח האחרון לגליל העליון",Positive
"המשטרה: 2 נפגעי חרדה במטח לעכו, מטפלים בזירת נפילה באזור",Negative
משפחות חטופים נועדו בכביש 90 בתאונות במרכז הרצועה,Neutral
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,Positive
"עמק יזרעאל: נפילה אחת בתחום המועצה, צוותי כיבוי פועלים באזור. אין נפגעים",Negative
"נפאל: אוטובוס הדרדר לנהר במרכז המדינה, 14 נהרגו ו-16 נפצעו",Negative
"צה""ל תוקף מטרות חיזבאללה בדרום לבנון",Positive
חיזבאללה הודיע על הרוג משורותיו,Neutral
"תושבים בגולן ובגליל הונחו לשהםרה של פרחאן קאדי: ""עובדים עם העסקה""",Neutral
גרמניה: נעצר אדם נוסף במסגרת חקירת הפיגוע הקטלני בפסטיבל בזולינגן,Negative
התרעות על חדירת כלי טיס עוין בגליל העליון ובחרמון,Neutral
"2 בני אדם נדקע בפריצות, מצבו קשה",Neutral
"צה""ל מתקדים פגיע במטח לגליל המערבי: ""שיטה של האויב לאיסוף שקל פקיפות הסיכול - אבל זה עורף""",Positive
"בן 3 נהרג בתאונה בין שני רכבים בשומרון, 4 נפצעו קשה",Negative
